"gene_symbol","uniprot_id","protein_groups","protein_description","mol_weight_da","n_precursors_exp","n_samples_detected","pct_samples_detected","median_precursors_used","mean_log2_D14","mean_log2_D21","mean_log2_M03","mean_log2_M06","mean_log2_M12","mean_log2_M18","D14.rep1.Quantity.log2","D14.rep2.Quantity.log2","D14.rep3.Quantity.log2","D14.rep4.Quantity.log2","D14.rep5.Quantity.log2","D21.rep1.Quantity.log2","D21.rep2.Quantity.log2","D21.rep3.Quantity.log2","D21.rep4.Quantity.log2","D21.rep5.Quantity.log2","M03.rep1.Quantity.log2","M03.rep2.Quantity.log2","M03.rep3.Quantity.log2","M03.rep4.Quantity.log2","M03.rep5.Quantity.log2","M06.rep1.Quantity.log2","M06.rep2.Quantity.log2","M06.rep3.Quantity.log2","M06.rep4.Quantity.log2","M06.rep5.Quantity.log2","M12.rep1.Quantity.log2","M12.rep2.Quantity.log2","M12.rep3.Quantity.log2","M12.rep4.Quantity.log2","M12.rep5.Quantity.log2","M18.rep1.Quantity.log2","M18.rep2.Quantity.log2","M18.rep3.Quantity.log2","M18.rep4.Quantity.log2","M18.rep5.Quantity.log2","go_molecular_function","go_biological_process","go_cellular_component","kegg_pathway"
"Col4a2","P08122","CO4A2_MOUSE","Collagen alpha-2(IV) chain",NA,NA,30,100,NA,12.6702478408813,12.0460582733154,12.222540473938,12.4507892608642,12.9600393295288,13.4954109191895,12.27854347229,12.8292722702026,12.4187469482422,13.3280229568481,12.4966535568237,12.3970508575439,12.1705703735352,11.4836292266846,12.1337852478027,12.0452556610107,12.062310218811,12.2630929946899,12.1711492538452,12.4340848922729,12.1820650100708,12.3003358840942,12.472243309021,12.6182165145874,12.2675399780273,12.5956106185913,12.9882678985596,12.7703800201416,12.7928018569946,12.7980585098267,13.4506883621216,13.5018882751465,13.2395582199097,13.5397748947144,13.570200920105,13.6256322860718,NA,NA,NA,NA
"Col4a1","P02463","CO4A1_MOUSE","Collagen alpha-1(IV) chain",NA,NA,30,100,NA,13.0328271865845,12.2511964797974,12.4830286026001,12.6315650939941,13.1810741424561,13.7601535797119,12.5675811767578,13.1549663543701,12.7685766220093,13.7158393859863,12.9571723937988,12.5482950210571,12.3733167648315,11.7378730773926,12.2882471084595,12.3082504272461,12.4454364776611,12.4495029449463,12.4555711746216,12.6234149932861,12.4412174224854,12.3930149078369,12.7126216888428,12.8944311141968,12.4950132369995,12.6627445220947,13.1035604476929,13.1896743774414,13.0463705062866,13.024395942688,13.5413694381714,13.7257843017578,13.3147916793823,13.7338514328003,14.0826396942139,13.9437007904053,NA,NA,NA,NA
"Col5a2","Q3U962","CO5A2_MOUSE","Collagen alpha-2(V) chain",NA,NA,30,100,NA,17.3433666229248,15.8597038269043,14.8298578262329,14.9058883666992,15.4248472213745,16.1243209838867,16.6383514404297,17.5777549743652,16.8111820220947,18.4870624542236,17.2024822235107,16.5696811676025,16.4487724304199,15.0907421112061,16.1624374389648,15.0268859863281,14.2897987365723,15.2775058746338,14.2134685516357,15.358868598938,15.0096473693848,14.879280090332,14.7417850494385,14.8989295959473,15.0531034469604,14.9563436508179,15.2645931243896,15.7747812271118,15.0578861236572,15.3372945785522,15.6896810531616,16.0168914794922,15.556079864502,16.1625747680664,16.4517021179199,16.4343566894531,NA,NA,NA,NA
"Col6a1","Q04857","CO6A1_MOUSE","Collagen alpha-1(VI) chain",NA,NA,30,100,NA,14.8466962814331,13.3602340698242,15.2050849914551,15.0938007354736,15.4545890808106,16.5129274368286,14.1268701553345,15.0334825515747,14.509373664856,14.9392213821411,15.6245336532593,13.5204706192017,13.0288248062134,14.014627456665,13.1823396682739,13.0549077987671,15.1886940002441,15.3074741363525,15.506160736084,14.895544052124,15.1275520324707,15.062460899353,15.0472097396851,15.2362089157104,15.1468448638916,14.976279258728,15.5949115753174,15.0703573226929,15.3267602920532,15.5175304412842,15.7633857727051,16.6398983001709,15.6469984054565,15.731388092041,17.4558334350586,17.090518951416,NA,NA,NA,NA
"Col6a5","A6H584","CO6A5_MOUSE","Collagen alpha-5(VI) chain",NA,NA,30,100,NA,10.5327053070068,8.63553295135498,10.2263023376465,10.4090394973755,10.6480829238892,11.5960884094239,10.3359518051147,10.5132598876953,10.4764556884766,10.7982664108276,10.5395927429199,8.69332027435303,9.16897773742676,8.23448276519775,8.6703462600708,8.41053771972656,10.6570024490356,10.0189771652222,10.3498344421387,9.92180633544922,10.1838912963867,10.3171415328979,10.1619596481323,10.5048122406006,10.3728094100952,10.6884746551514,10.6311645507813,10.3071346282959,10.4675331115723,10.9046421051025,10.9299402236938,11.7699298858643,11.0852489471436,11.3967151641846,12.4036455154419,11.3249025344849,NA,NA,NA,NA
"Col6a2","Q02788","CO6A2_MOUSE","Collagen alpha-2(VI) chain",NA,NA,30,100,NA,14.081175994873,12.6402954101563,14.5444671630859,14.4533498764038,14.8523450851441,15.9764165878296,13.3950023651123,14.2204427719116,13.6302843093872,14.1732378005981,14.986912727356,12.7251749038696,12.4238662719727,13.1408624649048,12.4640216827393,12.4475517272949,14.45445728302,14.7281093597412,14.8379735946655,14.2016086578369,14.500186920166,14.3728952407837,14.5151252746582,14.5127096176147,14.4920749664307,14.3739442825317,15.2605285644531,14.3491840362549,14.7523126602173,14.8831768035889,15.0165233612061,15.9390182495117,15.0854330062866,15.3491954803467,17.0517139434814,16.4567222595215,NA,NA,NA,NA
"Col1a1","P11087","CO1A1_MOUSE","Collagen alpha-1(I) chain",NA,NA,30,100,NA,19.573384475708,17.9635112762451,16.3837249755859,16.663370513916,17.2969329833984,17.8602806091309,18.9252262115479,19.8398284912109,18.9738712310791,20.6239032745361,19.504093170166,18.7423629760742,18.5979766845703,17.1111698150635,18.2995262145996,17.066520690918,16.0067481994629,16.7940196990967,15.8351497650146,16.868127822876,16.4145793914795,16.4195594787598,16.6381969451904,16.8027935028076,16.6759548187256,16.7803478240967,17.230152130127,17.6191577911377,16.8321170806885,17.2861976623535,17.5170402526855,17.9527969360352,17.2668952941895,18.02685546875,18.0349235534668,18.0199317932129,NA,NA,NA,NA
"Col4a4","Q9QZR9","CO4A4_MOUSE","Collagen alpha-4(IV) chain",NA,NA,30,100,NA,9.98863906860351,9.50619125366211,8.5938310623169,9.10549869537354,9.52233695983887,10.0795307159424,9.10336494445801,9.74687576293945,9.63289451599121,11.1055917739868,10.3544683456421,9.77669429779053,9.12623500823975,9.33159065246582,9.39129066467285,9.9051456451416,8.2032527923584,8.92032814025879,8.31389713287354,8.74116611480713,8.79051113128662,9.20919895172119,8.76664161682129,9.26848793029785,9.04295539855957,9.24020957946777,9.85503482818604,9.43867301940918,9.37918376922607,9.37277603149414,9.56601715087891,8.99355411529541,9.73133182525635,11.1317510604858,10.6051177978516,9.93589878082275,NA,NA,NA,NA
"Col2a1","P28481","CO2A1_MOUSE","Collagen alpha-1(II) chain",NA,NA,30,100,NA,14.4439464569092,12.8768581390381,11.0286201477051,11.9395025253296,12.0664741516113,12.55523853302,14.4873313903809,13.976056098938,14.4081211090088,15.2235841751099,14.1246395111084,13.5998010635376,13.6940679550171,11.9102687835693,12.4387140274048,12.7414388656616,10.8950710296631,10.2345275878906,11.1509943008423,11.8737573623657,10.9887504577637,11.8299407958984,12.2137498855591,12.2318439483643,11.4514112472534,11.9705667495728,12.2059383392334,12.0471305847168,11.7602825164795,12.1768007278442,12.1422185897827,11.7177324295044,12.6613264083862,13.2802410125732,12.5992727279663,12.5176200866699,NA,NA,NA,NA
"Col1a2","Q01149","CO1A2_MOUSE","Collagen alpha-2(I) chain",NA,NA,30,100,NA,18.334175491333,16.7742113113403,15.4277643203735,15.7179229736328,16.4279226303101,17.1591300964356,17.7341022491455,18.4027347564697,17.7622108459473,19.4395122528076,18.3323173522949,17.4720115661621,17.3236312866211,15.9818258285522,17.0700283050537,16.0235595703125,15.0530185699463,15.7813539505005,14.965669631958,15.8279104232788,15.5108690261841,15.5588855743408,15.7174863815308,15.7987594604492,15.6927270889282,15.821756362915,16.4545211791992,16.5903606414795,15.9860506057739,16.4733638763428,16.6353168487549,17.1358280181885,16.5314712524414,17.3611755371094,17.4427433013916,17.3244323730469,NA,NA,NA,NA
"Col6a6","Q8C6K9","CO6A6_MOUSE","Collagen alpha-6(VI) chain",NA,NA,30,100,NA,11.4832454681396,9.26447505950928,9.71950550079346,9.85697708129882,10.6086889266968,11.947017288208,11.3619213104248,11.5495901107788,11.0198163986206,11.7986183166504,11.6862812042236,9.71792221069336,9.26223468780518,9.18377017974854,9.14189624786377,9.01655197143555,10.0159215927124,9.38615894317627,10.0119905471802,9.42722702026367,9.75622940063477,9.8283634185791,9.60328769683838,10.1271877288818,9.67930030822754,10.0467462539673,10.78297996521,10.3411531448364,10.4031753540039,10.5878381729126,10.928297996521,12.0714797973633,11.1369924545288,11.6469020843506,12.6598720550537,12.2198400497437,NA,NA,NA,NA
"Zp2","P20239","ZP2_MOUSE","Zona pellucida sperm-binding protein 2",NA,NA,30,100,NA,19.0879444122315,18.2431118011475,17.6852333068848,17.6076477050781,16.7235641479492,14.9715213775635,18.6140594482422,19.4210948944092,18.7235012054443,19.5894165039063,19.0916500091553,18.4942073822021,18.2900142669678,17.8726100921631,18.4814186096191,18.0773086547852,17.5920391082764,17.6346302032471,17.5324001312256,18.0012550354004,17.6658420562744,17.5914192199707,17.4901485443115,17.2939033508301,17.7049674987793,17.957799911499,16.9165458679199,16.6209163665771,16.5513153076172,16.4388580322266,17.0901851654053,15.4350814819336,14.4626522064209,15.8689231872559,14.693380355835,14.3975696563721,NA,NA,NA,NA
"Zp3","P10761","ZP3_MOUSE","Zona pellucida sperm-binding protein 3",NA,NA,30,100,NA,19.166911315918,18.5535663604736,17.9186756134033,17.8647499084473,17.0153095245361,15.2355033874512,18.7113342285156,19.3094367980957,18.7573089599609,19.8119697570801,19.2445068359375,18.8109436035156,18.6925678253174,18.0075740814209,18.7674884796143,18.4892578125,17.6219692230225,18.1333770751953,17.4781398773193,18.4464721679688,17.9134197235107,17.789098739624,17.9810829162598,17.4705944061279,17.951566696167,18.1314067840576,17.0797023773193,16.9993896484375,16.9527721405029,16.5688457489014,17.4758377075195,15.740026473999,14.4978799819946,16.5510787963867,15.0146350860596,14.3738965988159,NA,NA,NA,NA
"Zp1","Q62005","ZP1_MOUSE","Zona pellucida sperm-binding protein 1",NA,NA,30,100,NA,16.442989730835,15.6687070846558,15.0134523391724,14.9885620117188,14.0579624176025,12.4106815338135,15.7536010742188,16.8232192993164,16.1333656311035,16.9172687530518,16.5874938964844,15.9745540618896,15.6599588394165,15.3993244171143,15.903169631958,15.4065284729004,14.9565658569336,14.9792032241821,14.8834009170532,15.3146915435791,14.9334001541138,15.0091485977173,14.7141962051392,14.6759462356567,15.1833486557007,15.3601703643799,13.8864297866821,14.1528062820435,13.8902006149292,13.6363830566406,14.7239923477173,12.8218803405762,12.0123195648193,13.375,12.2493162155151,11.5948915481567,NA,NA,NA,NA
